registrant,client,q_income,cite_uuid,registration_only,terminated_same_q,lda_public_url
MAYER BROWN LLP,"PRIMEMAX MEDICAL INDUSTRIES, INC.",50000,ee2b9f81-02bc-4348-8eaa-7254c24e1e7d,False,False,https://lda.senate.gov/filings/public/filing/ee2b9f81-02bc-4348-8eaa-7254c24e1e7d/print/
HOLLAND & KNIGHT LLP,RELATED ROSS,50000,2de27737-765a-461e-9121-cfaa1218ea33,False,False,https://lda.senate.gov/filings/public/filing/2de27737-765a-461e-9121-cfaa1218ea33/print/
"ELEVATE GOVERNMENT AFFAIRS, LLC",RESOURCE PUBLIC AFFAIRS (ON BEHALF OF SUPPLY BUILD CANADA),50000,3edb2ea7-237b-4e88-b18a-f13990a2dd33,False,False,https://lda.senate.gov/filings/public/filing/3edb2ea7-237b-4e88-b18a-f13990a2dd33/print/
PENN AVENUE PARTNERS,ROLLS-ROYCE NORTH AMERICA AND ITS AFFILATES,50000,f7047a6f-4da4-4e32-8741-0549cfb2f156,False,False,https://lda.senate.gov/filings/public/filing/f7047a6f-4da4-4e32-8741-0549cfb2f156/print/
DENTONS US LLP,Radiation Detection Company,50000,dff90570-e04e-4c76-93e4-bfda555218d9,False,False,https://lda.senate.gov/filings/public/filing/dff90570-e04e-4c76-93e4-bfda555218d9/print/
"CROSSROADS STRATEGIES, LLC","Rebellion Defense, Inc.",50000,476b7d48-9773-416b-9a99-5a20d2d4a617,False,False,https://lda.senate.gov/filings/public/filing/476b7d48-9773-416b-9a99-5a20d2d4a617/print/
"MANATT, PHELPS, AND PHILLIPS",Results for America,50000,ee0e2ada-749e-4a0b-9ffa-4bda3619a166,False,False,https://lda.senate.gov/filings/public/filing/ee0e2ada-749e-4a0b-9ffa-4bda3619a166/print/
"VENTURE GOVERNMENT STRATEGIES, LLC (FKA HOBART HALLAWAY & QUAYLE VENTURES, LLC)",SBIR ADVISORS OBO ALEXANDRIA HOLDINGS LLC,50000,4abdfb52-2f60-44a5-93c9-373bc5688ea6,False,False,https://lda.senate.gov/filings/public/filing/4abdfb52-2f60-44a5-93c9-373bc5688ea6/print/
"VENTURE GOVERNMENT STRATEGIES, LLC (FKA HOBART HALLAWAY & QUAYLE VENTURES, LLC)",SBIR ADVISORS OBO SALTENNA LLC,50000,466e36c8-c901-4357-88c7-cebd5f6ed271,False,False,https://lda.senate.gov/filings/public/filing/466e36c8-c901-4357-88c7-cebd5f6ed271/print/
"ALPINE GROUP PARTNERS, LLC.",SCOUTING AMERICA,50000,b94c570f-1a51-45dd-b6a0-480537d694b4,False,False,https://lda.senate.gov/filings/public/filing/b94c570f-1a51-45dd-b6a0-480537d694b4/print/
"CANFIELD CONSULTING, LLC","SECURE PASSAGE, INC.",50000,14c7bf2d-5f40-4bf7-b31e-779b5132a259,False,False,https://lda.senate.gov/filings/public/filing/14c7bf2d-5f40-4bf7-b31e-779b5132a259/print/
"SANDLER, TRAVIS & ROSENBERG, P.A.",SIMTRA BIOPHARMA SOLUTIONS,50000,d9d5e485-c244-4404-a2e0-fb07a0add660,False,False,https://lda.senate.gov/filings/public/filing/d9d5e485-c244-4404-a2e0-fb07a0add660/print/
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",SMACK TECHNOLOGIES INC.,50000,8c178d80-8377-44c3-b0ee-1decc0f36e8d,False,False,https://lda.senate.gov/filings/public/filing/8c178d80-8377-44c3-b0ee-1decc0f36e8d/print/
"POLARIS GOVERNMENT RELATIONS, LLC","SOUTHERN GLAZERS WINE AND SPIRITS, LLC",50000,d310b046-5920-4bce-873f-5855cefe8dd8,False,False,https://lda.senate.gov/filings/public/filing/d310b046-5920-4bce-873f-5855cefe8dd8/print/
BLANK ROME GOVERNMENT RELATIONS,SPECIALIZED CARRIERS & RIGGING ASSOCIATION,50000,a311d6c7-0354-4e84-9a79-e32bf3f7e53c,False,False,https://lda.senate.gov/filings/public/filing/a311d6c7-0354-4e84-9a79-e32bf3f7e53c/print/
BGR GOVERNMENT AFFAIRS,STANDARD CRYPTO,50000,92b42dcb-2ca2-4028-baa2-a83218f3eec3,False,False,https://lda.senate.gov/filings/public/filing/92b42dcb-2ca2-4028-baa2-a83218f3eec3/print/
"ICEBREAKER STRATEGIES, LLC","STAR CATCHER INDUSTRIES, INC",50000,4c6f1ad2-f83d-4636-82b1-db75282280a4,False,False,https://lda.senate.gov/filings/public/filing/4c6f1ad2-f83d-4636-82b1-db75282280a4/print/
"CASSIDY & ASSOCIATES, INC.","SURGE BATTERY MATERIALS, INC.",50000,b84734c1-1579-4c02-906c-06645d34f502,False,False,https://lda.senate.gov/filings/public/filing/b84734c1-1579-4c02-906c-06645d34f502/print/
KING & SPALDING LLP,SWARTHMORE COLLEGE,50000,d992e72c-7910-494b-9a9a-f2e4495e748d,False,False,https://lda.senate.gov/filings/public/filing/d992e72c-7910-494b-9a9a-f2e4495e748d/print/
"H.A. CUMBER & COMPANY, INC.","Saltchuk Resources, Inc.",50000,27005d1f-b115-4d14-ad19-a401e4d7d046,False,False,https://lda.senate.gov/filings/public/filing/27005d1f-b115-4d14-ad19-a401e4d7d046/print/
"ALPINE GROUP PARTNERS, LLC.","TELEPHONE AND DATA SYSTEMS, INC.",50000,f4add39c-afbd-4a79-8548-325dab5854e5,False,False,https://lda.senate.gov/filings/public/filing/f4add39c-afbd-4a79-8548-325dab5854e5/print/
"TSG ADVOCATES DC, LLC",THINK OF US,50000,ad4b314a-8884-4060-918f-e7fcdef7e46b,False,False,https://lda.senate.gov/filings/public/filing/ad4b314a-8884-4060-918f-e7fcdef7e46b/print/
"VENTURE GOVERNMENT STRATEGIES, LLC (FKA HOBART HALLAWAY & QUAYLE VENTURES, LLC)",TRELLISWARE TECHNOLOGIES,50000,605f59f4-3913-4811-9a8c-576790a8c0b2,False,False,https://lda.senate.gov/filings/public/filing/605f59f4-3913-4811-9a8c-576790a8c0b2/print/
"CROSSROADS STRATEGIES, LLC","TROPICANA PRODUCTS, INC.",50000,74535f08-4a5a-48d5-9d16-d040e386ca62,False,False,https://lda.senate.gov/filings/public/filing/74535f08-4a5a-48d5-9d16-d040e386ca62/print/
FRONTLINE GOVERNMENT RELATIONS,"Team Hemp, Inc.",50000,61628f76-fdc3-4b1c-a093-854d98fc9dc8,False,False,https://lda.senate.gov/filings/public/filing/61628f76-fdc3-4b1c-a093-854d98fc9dc8/print/
"TSG ADVOCATES DC, LLC","Team Hemp, Inc.",50000,535d3765-041c-40e0-8b84-b4b25037ea2c,False,False,https://lda.senate.gov/filings/public/filing/535d3765-041c-40e0-8b84-b4b25037ea2c/print/
"PHRONESISDC, LLC",TransUnion LLC,50000,4392713d-c4e3-4df3-ad82-1852ceb34a58,False,False,https://lda.senate.gov/filings/public/filing/4392713d-c4e3-4df3-ad82-1852ceb34a58/print/
PILLSBURY WINTHROP SHAW PITTMAN LLP,US FORGED RINGS INC.,50000,31d21523-6fcc-4e52-8629-86555416d4f2,False,False,https://lda.senate.gov/filings/public/filing/31d21523-6fcc-4e52-8629-86555416d4f2/print/
COZEN O'CONNOR PUBLIC STRATEGIES,University of Minnesota,50000,7a8c2197-fd69-4657-a2e2-2d065d0298c8,False,False,https://lda.senate.gov/filings/public/filing/7a8c2197-fd69-4657-a2e2-2d065d0298c8/print/
"MANATT, PHELPS, AND PHILLIPS",University of Pittsburgh,50000,bdace44a-b7be-413d-9c26-68cfcaae312a,False,False,https://lda.senate.gov/filings/public/filing/bdace44a-b7be-413d-9c26-68cfcaae312a/print/
"CASSIDY & ASSOCIATES, INC.","VEOLIA NORTH AMERICA, LLC",50000,a7ea7265-41d9-45b4-a457-1cde8799da32,False,False,https://lda.senate.gov/filings/public/filing/a7ea7265-41d9-45b4-a457-1cde8799da32/print/
THE MCMANUS GROUP,VIALASE INC.,50000,a365a7e1-1d38-4561-b375-e47f576e9bad,False,False,https://lda.senate.gov/filings/public/filing/a365a7e1-1d38-4561-b375-e47f576e9bad/print/
MARBLE ARCH,VICTORY METALS LTD.,50000,3964bd4c-616c-4798-af35-276d9befa14e,False,False,https://lda.senate.gov/filings/public/filing/3964bd4c-616c-4798-af35-276d9befa14e/print/
BALLARD PARTNERS,VISIONS GLOBAL LLC,50000,7910f34d-7fbe-4a98-9c03-c68f8ed4c775,False,False,https://lda.senate.gov/filings/public/filing/7910f34d-7fbe-4a98-9c03-c68f8ed4c775/print/
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",Vale USA LLC,50000,0a88dc83-6b4b-42da-b928-02af6e4eb6da,False,False,https://lda.senate.gov/filings/public/filing/0a88dc83-6b4b-42da-b928-02af6e4eb6da/print/
BGR GOVERNMENT AFFAIRS,Vineyard Offshore LLC,50000,23dcaf30-a2c5-440d-a993-fa55a590b068,False,False,https://lda.senate.gov/filings/public/filing/23dcaf30-a2c5-440d-a993-fa55a590b068/print/
TIBER CREEK GROUP,WHATNOT INC.,50000,37543518-f2e2-4fda-880f-093d66918a1f,False,False,https://lda.senate.gov/filings/public/filing/37543518-f2e2-4fda-880f-093d66918a1f/print/
DENTONS US LLP,"WYNN RESORTS, LIMITED",50000,925d9338-cdfb-49b6-ac0a-e49644e91aed,False,False,https://lda.senate.gov/filings/public/filing/925d9338-cdfb-49b6-ac0a-e49644e91aed/print/
CHECKMATE GOVERNMENT RELATIONS,YAZAM INC. DBA EMPOWER,50000,ec5bf75d-2004-4141-826a-5fa80b6c93a6,False,False,https://lda.senate.gov/filings/public/filing/ec5bf75d-2004-4141-826a-5fa80b6c93a6/print/
HORIZON GOVERNMENT AFFAIRS,"athenahealth, Inc.",50000,9cd32f40-ab1e-426f-989b-e4aa3fa64ebe,False,True,https://lda.senate.gov/filings/public/filing/9cd32f40-ab1e-426f-989b-e4aa3fa64ebe/print/
KING & SPALDING LLP,"CGI Federal, Inc.",45000,8a5ea206-ae7d-446f-b2e3-a62a63dedc43,False,False,https://lda.senate.gov/filings/public/filing/8a5ea206-ae7d-446f-b2e3-a62a63dedc43/print/
"CAPITOL RESOURCES, LLC",CHARTWELL STRATEGY GROUP ON BEHALF OF HYUNDAI MOTOR COMPANY,45000,2296990c-17c0-4798-9c8c-da2193dd445f,False,False,https://lda.senate.gov/filings/public/filing/2296990c-17c0-4798-9c8c-da2193dd445f/print/
"TSG ADVOCATES DC, LLC",Center Phase Energy LLC,45000,c90384e1-8b12-40bf-88c1-2e27dd599452,False,False,https://lda.senate.gov/filings/public/filing/c90384e1-8b12-40bf-88c1-2e27dd599452/print/
THE DUBERSTEIN GROUP INC.,"Cheniere Energy, Inc.",45000,86ef0104-f141-4c95-bbfb-d0b533c95297,False,False,https://lda.senate.gov/filings/public/filing/86ef0104-f141-4c95-bbfb-d0b533c95297/print/
FLYWHEEL GOVERNMENT SOLUTIONS,EDP Renewables North America LLC,45000,83a5146f-c4b9-47fa-a430-a6a39334bce2,False,False,https://lda.senate.gov/filings/public/filing/83a5146f-c4b9-47fa-a430-a6a39334bce2/print/
DGA GROUP GOVERNMENT RELATIONS LLC,L.A. Care Health Plan,45000,d96c2efd-439a-4970-b0c2-f35da4f49918,False,False,https://lda.senate.gov/filings/public/filing/d96c2efd-439a-4970-b0c2-f35da4f49918/print/
"TSG ADVOCATES DC, LLC",OCEAN PACIFIC INVESTMENTS,45000,3683563c-8b98-4d21-8df7-a55b317b74f4,False,False,https://lda.senate.gov/filings/public/filing/3683563c-8b98-4d21-8df7-a55b317b74f4/print/
FLYWHEEL GOVERNMENT SOLUTIONS,UCC ENVIRONMENTAL,45000,f7fa3b1f-d24a-467c-a73b-56504b4568b7,False,False,https://lda.senate.gov/filings/public/filing/f7fa3b1f-d24a-467c-a73b-56504b4568b7/print/
STRATEGOS PUBLIC AFFAIRS,VERSIMA,43500,ff943391-ef04-4597-b869-585db48ef4bf,False,False,https://lda.senate.gov/filings/public/filing/ff943391-ef04-4597-b869-585db48ef4bf/print/
BALLARD PARTNERS,1 INC.,40000,c90d6d59-b103-43a7-9c2c-d6512daa714a,False,False,https://lda.senate.gov/filings/public/filing/c90d6d59-b103-43a7-9c2c-d6512daa714a/print/
CONVERGE PUBLIC STRATEGIES,"ABILITY HOUSING, INC.",40000,71093f9d-b0ad-4974-8f66-77f8cebd91cf,False,False,https://lda.senate.gov/filings/public/filing/71093f9d-b0ad-4974-8f66-77f8cebd91cf/print/
BGR GOVERNMENT AFFAIRS,AEGILYS,40000,4543335e-8d54-4b73-887e-b2e64551bff7,False,False,https://lda.senate.gov/filings/public/filing/4543335e-8d54-4b73-887e-b2e64551bff7/print/
"CORLEY CONSULTING, LLC",AI OWL,40000,4b9f86f8-95bb-4d45-bb32-48f11626cd24,False,False,https://lda.senate.gov/filings/public/filing/4b9f86f8-95bb-4d45-bb32-48f11626cd24/print/
"CATALYST STRATEGIES, LLC",AKTOR ENERGY S.A.,40000,4fa99cdb-f2f5-43c3-865f-0835ae547e57,False,False,https://lda.senate.gov/filings/public/filing/4fa99cdb-f2f5-43c3-865f-0835ae547e57/print/
"ELEVATE GOVERNMENT AFFAIRS, LLC",ALASKA INDUSTRIAL DEVELOPMENT AND EXPORT AUTHORITY,40000,1b232b5b-54b0-46a4-b23a-cb3e65008ead,False,False,https://lda.senate.gov/filings/public/filing/1b232b5b-54b0-46a4-b23a-cb3e65008ead/print/
TIBER CREEK GROUP,ALLIANCE FOR HEALTH INFORMATION OPERATIONS AND STANDARDS (AHIOS),40000,12423619-0490-4e30-9a84-9974d590f4c4,False,False,https://lda.senate.gov/filings/public/filing/12423619-0490-4e30-9a84-9974d590f4c4/print/
"ALEXANDER, BOROVICKA & O'SHEA GOVERNMENT SOLUTIONS (FKA ALEXANDER & BOROVICKA GOVERNMENT SOLUTIONS)","ALTON ENCORE PROPERTIES, LLC",40000,cc9e5557-73d7-4813-ada5-ae37b06ab317,False,False,https://lda.senate.gov/filings/public/filing/cc9e5557-73d7-4813-ada5-ae37b06ab317/print/
POLSINELLI PC,AMERICAN ASSOCIATION OF IMMUNOLOGISTS,40000,fb53f4e9-24a8-41cd-80a7-c0cb55d944e2,False,False,https://lda.senate.gov/filings/public/filing/fb53f4e9-24a8-41cd-80a7-c0cb55d944e2/print/
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",AMERICANS FOR CITIZEN VOTING,40000,2e80fdd9-d812-460f-998d-dad013433695,False,False,https://lda.senate.gov/filings/public/filing/2e80fdd9-d812-460f-998d-dad013433695/print/
STRATEGIC MARKETING INNOVATIONS,AMPRIUS TECHNOLOGIES INC.,40000,6b930e52-f412-4fdd-bde4-ab4743a9637f,False,False,https://lda.senate.gov/filings/public/filing/6b930e52-f412-4fdd-bde4-ab4743a9637f/print/
THE BERNHARDT GROUP LLC,"AREVON ENERGY, INC.",40000,d57ebfca-d086-4df6-8b57-ca76293878f7,False,False,https://lda.senate.gov/filings/public/filing/d57ebfca-d086-4df6-8b57-ca76293878f7/print/
DLA PIPER LLP (US),AVALYN PHARMA INC.,40000,3e3115b4-c01e-4af1-be13-e99d752844b8,False,False,https://lda.senate.gov/filings/public/filing/3e3115b4-c01e-4af1-be13-e99d752844b8/print/
TROUTMAN STATEGIES,"Aflac, Inc.",40000,5d267feb-43a4-4373-a7fa-7f1c237c0a6d,False,False,https://lda.senate.gov/filings/public/filing/5d267feb-43a4-4373-a7fa-7f1c237c0a6d/print/
ACORN CONSULTING,American Efficient LLC,40000,36425fcf-c9f8-4557-9909-d723d902a04a,False,False,https://lda.senate.gov/filings/public/filing/36425fcf-c9f8-4557-9909-d723d902a04a/print/
FIERCE GOVERNMENT RELATIONS,Anthropic,40000,b0e6f976-3cb6-499d-885e-9ae42150c81e,False,False,https://lda.senate.gov/filings/public/filing/b0e6f976-3cb6-499d-885e-9ae42150c81e/print/
MICHAEL BEST STRATEGIES LLC,Association of Equipment Manufacturers,40000,4a37759a-f325-460c-bb4f-aa06e61e57f4,False,False,https://lda.senate.gov/filings/public/filing/4a37759a-f325-460c-bb4f-aa06e61e57f4/print/
ARENTFOX SCHIFF LLP,"BAUER COMPRESSORS, INC.",40000,fadb0740-561d-415c-b4e3-63a739ac46fc,False,False,https://lda.senate.gov/filings/public/filing/fadb0740-561d-415c-b4e3-63a739ac46fc/print/
"TSG ADVOCATES DC, LLC","BIRDI SYSTEMS, INC.",40000,c3f05d43-acaf-45c1-8abf-6580f2735235,False,False,https://lda.senate.gov/filings/public/filing/c3f05d43-acaf-45c1-8abf-6580f2735235/print/
RP3 CONSULTING LLC,BRIDGER PIPELINE LLC,40000,09da2dad-8c87-473b-9e3e-5e450fc97dd2,False,False,https://lda.senate.gov/filings/public/filing/09da2dad-8c87-473b-9e3e-5e450fc97dd2/print/
BALLARD PARTNERS,BlackSea Technologies,40000,a971f892-7fba-4f97-a48b-7dd666296f67,False,False,https://lda.senate.gov/filings/public/filing/a971f892-7fba-4f97-a48b-7dd666296f67/print/
HOLLAND & KNIGHT LLP,"Brighton Marine, Inc.",40000,5c1e6bc1-2475-4cc5-82c7-119b17433213,False,False,https://lda.senate.gov/filings/public/filing/5c1e6bc1-2475-4cc5-82c7-119b17433213/print/
PRIME POLICY GROUP,CABICO&CO,40000,ccfca54b-89d4-4269-9679-718254b0953b,False,False,https://lda.senate.gov/filings/public/filing/ccfca54b-89d4-4269-9679-718254b0953b/print/
TODD STRATEGY GROUP,"CALYXO, INC.",40000,435ee45c-bd90-4f3e-85fa-5992c25c4634,False,False,https://lda.senate.gov/filings/public/filing/435ee45c-bd90-4f3e-85fa-5992c25c4634/print/
COLLECTIVE STRATEGIES & COMMUNICATIONS,"CAPITOL COUNSEL, LLC ON BEHALF OF EARTH FORCE TECHNOLOGIES, INC.",40000,58af1ec8-f210-4d97-982e-088a255421ee,False,False,https://lda.senate.gov/filings/public/filing/58af1ec8-f210-4d97-982e-088a255421ee/print/
COLLECTIVE STRATEGIES & COMMUNICATIONS,"CAPITOL COUNSEL, LLC ON BEHALF OF ORORATECH GMBH",40000,8a8a0a94-aeb5-432c-a7ef-37f2d83d81f4,False,False,https://lda.senate.gov/filings/public/filing/8a8a0a94-aeb5-432c-a7ef-37f2d83d81f4/print/
"535 GROUP, LLC",CAPSTONE RESEARCH CORPORATION,40000,5abe9ceb-6c3c-4a8a-aa3b-bbc45f6b3fda,False,False,https://lda.senate.gov/filings/public/filing/5abe9ceb-6c3c-4a8a-aa3b-bbc45f6b3fda/print/
"MANATT, PHELPS, AND PHILLIPS","CITY OF SAN JOSE, CA",40000,e3667eb0-41d8-45d9-be4b-3d0e58d5ab92,False,False,https://lda.senate.gov/filings/public/filing/e3667eb0-41d8-45d9-be4b-3d0e58d5ab92/print/
"MANATT, PHELPS, AND PHILLIPS","City of Greensboro, NC",40000,4b9a5ca7-6bc1-4e27-80ec-d0f1f340a16d,False,False,https://lda.senate.gov/filings/public/filing/4b9a5ca7-6bc1-4e27-80ec-d0f1f340a16d/print/
VAN SCOYOC ASSOCIATES,City of Montgomery,40000,fcc80701-27de-464f-8687-23a8db410117,False,False,https://lda.senate.gov/filings/public/filing/fcc80701-27de-464f-8687-23a8db410117/print/
"MINDSET ADVOCACY, LLC",Cleaner Economy Coalition,40000,06ae3f15-0237-418c-9453-a0ed039eda54,False,False,https://lda.senate.gov/filings/public/filing/06ae3f15-0237-418c-9453-a0ed039eda54/print/
PATEL PARTNERS LLC,"ClearPath Action for Conservative Clean Energy, Inc.",40000,970c487e-e906-4067-9145-a06e3d454710,False,False,https://lda.senate.gov/filings/public/filing/970c487e-e906-4067-9145-a06e3d454710/print/
INVARIANT LLC,Cliffwater LLC,40000,ba677e9f-733f-4069-8a81-4a7fbd115d2a,False,False,https://lda.senate.gov/filings/public/filing/ba677e9f-733f-4069-8a81-4a7fbd115d2a/print/
BGR GOVERNMENT AFFAIRS,"DRAGONFLY DIGITAL MANAGEMENT, LLC",40000,f2415b3b-2310-4ddd-aadd-a7ce1f51f34d,False,False,https://lda.senate.gov/filings/public/filing/f2415b3b-2310-4ddd-aadd-a7ce1f51f34d/print/
AUSTIN LEGAL AND PUBLIC AFFAIRS PLLC,Daikin U.S. Corporation,40000,e463355b-32b1-4247-9086-313142a04764,False,False,https://lda.senate.gov/filings/public/filing/e463355b-32b1-4247-9086-313142a04764/print/
BGR GOVERNMENT AFFAIRS,"Databricks, Inc.",40000,1288bd5a-066e-4748-b5e5-218d1128ba7a,False,False,https://lda.senate.gov/filings/public/filing/1288bd5a-066e-4748-b5e5-218d1128ba7a/print/
STRATEGIC MARKETING INNOVATIONS,ELECTROFLOW TECHNOLOGIES,40000,44089d11-f391-4a91-bc1e-9fca257cc323,False,False,https://lda.senate.gov/filings/public/filing/44089d11-f391-4a91-bc1e-9fca257cc323/print/
BALLARD PARTNERS,ERNA ENTERPRISES,40000,8440f788-4956-4e1b-ba0d-e57d175df568,False,False,https://lda.senate.gov/filings/public/filing/8440f788-4956-4e1b-ba0d-e57d175df568/print/
FORBES-TATE,EZ ACCESS,40000,f8bbb484-adc8-4459-a596-3166d501ffe2,False,False,https://lda.senate.gov/filings/public/filing/f8bbb484-adc8-4459-a596-3166d501ffe2/print/
CAPITOL COUNSEL LLC,"Earth Force Technologies, Inc.",40000,dc2e860e-dca3-49d7-b9e4-4afe255fded2,False,False,https://lda.senate.gov/filings/public/filing/dc2e860e-dca3-49d7-b9e4-4afe255fded2/print/
THORN RUN PARTNERS,"GALVANIC ENERGY, LLC",40000,44ff25d3-7c71-45ad-91a6-bf853727f1a1,False,False,https://lda.senate.gov/filings/public/filing/44ff25d3-7c71-45ad-91a6-bf853727f1a1/print/
BALLARD PARTNERS,"GENETIX BIOTHERAPEUTICS, INC.",40000,e818c4e4-770e-4866-a6d9-c8869c1cd3f5,False,False,https://lda.senate.gov/filings/public/filing/e818c4e4-770e-4866-a6d9-c8869c1cd3f5/print/
THORN RUN PARTNERS,GRAHAM CORPORATION,40000,c02d4f67-e28e-412d-b1ee-410b7ca08b9f,False,False,https://lda.senate.gov/filings/public/filing/c02d4f67-e28e-412d-b1ee-410b7ca08b9f/print/
"CORCORAN & ASSOCIATES, INC. DBA CORCORAN PARTNERS",HERMACASA,40000,fd3389f5-05ff-4ca3-99ad-4fc16bf576c1,False,False,https://lda.senate.gov/filings/public/filing/fd3389f5-05ff-4ca3-99ad-4fc16bf576c1/print/
"ERVIN GRAVES STRATEGY GROUP, LLC",HOFFMAN ENGINEERING,40000,0ca9d8dc-f122-4d08-8e90-2321fb20b4cc,False,False,https://lda.senate.gov/filings/public/filing/0ca9d8dc-f122-4d08-8e90-2321fb20b4cc/print/
"MANATT, PHELPS, AND PHILLIPS",HOLLAND & KNIGHT LLP OBO ENVISION ORLANDO (AKA ORLANDO HOUSING AUTHORITY),40000,6b7473dd-bcf7-4cd4-a04c-bcc05c9d0782,False,False,https://lda.senate.gov/filings/public/filing/6b7473dd-bcf7-4cd4-a04c-bcc05c9d0782/print/
SQUIRE PATTON BOGGS,HYPERION MATERIALS AND TECHNOLOGIES,40000,6c95c98c-3387-47d6-a2d5-4fceda99b07a,False,False,https://lda.senate.gov/filings/public/filing/6c95c98c-3387-47d6-a2d5-4fceda99b07a/print/
COGENT STRATEGIES LLC,INCORPORATED COUNTY OF LOS ALAMOS,40000,6f873d75-c356-4f39-bef0-ab6ead0491d3,False,False,https://lda.senate.gov/filings/public/filing/6f873d75-c356-4f39-bef0-ab6ead0491d3/print/
"RADIUS ADVOCACY, LLC","INTERNATIONAL ASSOCIATION OF SCIENTIFIC, TECHNICAL & MEDICAL PUBLISHERS (STM)",40000,9b79c56c-2391-4344-8951-13134c82120b,False,False,https://lda.senate.gov/filings/public/filing/9b79c56c-2391-4344-8951-13134c82120b/print/
CAPITOL COUNSEL LLC,INTTERRA GROUP,40000,564a2605-50f8-48a5-bab5-488be251cdf1,False,False,https://lda.senate.gov/filings/public/filing/564a2605-50f8-48a5-bab5-488be251cdf1/print/
BALLARD PARTNERS,J. WESTLING & CO. LLC,40000,2a0735a7-3ef0-4f34-b531-7cbb160c36a2,False,False,https://lda.senate.gov/filings/public/filing/2a0735a7-3ef0-4f34-b531-7cbb160c36a2/print/
INVARIANT LLC,KARPOWERSHIP UK LIMITED FKA KARPOWERSHIP,40000,e4ce1db9-df77-4892-bdd2-7b6a0acb543c,False,False,https://lda.senate.gov/filings/public/filing/e4ce1db9-df77-4892-bdd2-7b6a0acb543c/print/
"MERCURY PUBLIC AFFAIRS, LLC",Katmai Government Services LLC,40000,7b0f3e93-4654-4e6e-834b-c0e58329bf53,False,False,https://lda.senate.gov/filings/public/filing/7b0f3e93-4654-4e6e-834b-c0e58329bf53/print/
"MINDSET ADVOCACY, LLC","LAFAYETTE SQUARE FOUNDATION, INC.",40000,d75c1af7-5026-4a7b-a528-2efcf279bf4b,False,False,https://lda.senate.gov/filings/public/filing/d75c1af7-5026-4a7b-a528-2efcf279bf4b/print/
THE BERNHARDT GROUP LLC,LPC CONSERVATION LLC,40000,49dcbc1b-190e-404a-be7e-99d06b5aacf7,False,False,https://lda.senate.gov/filings/public/filing/49dcbc1b-190e-404a-be7e-99d06b5aacf7/print/
LOT SIXTEEN LLC,"Lancium, LLC",40000,475da2aa-5c41-44ea-b3f8-dadcf6f82658,False,False,https://lda.senate.gov/filings/public/filing/475da2aa-5c41-44ea-b3f8-dadcf6f82658/print/
"MANATT, PHELPS, AND PHILLIPS",Los Angeles Community College District,40000,3f682822-d50b-4198-b53b-c562bb49df74,False,False,https://lda.senate.gov/filings/public/filing/3f682822-d50b-4198-b53b-c562bb49df74/print/
"MANATT, PHELPS, AND PHILLIPS",Los Angeles County Metropolitan Transportation Authority,40000,7134b007-4128-4fe1-9076-6c8c4aedb714,False,False,https://lda.senate.gov/filings/public/filing/7134b007-4128-4fe1-9076-6c8c4aedb714/print/
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",Lumina AI,40000,72120c64-eae7-4886-8606-3acaba0ca87e,False,False,https://lda.senate.gov/filings/public/filing/72120c64-eae7-4886-8606-3acaba0ca87e/print/
THE MCMANUS GROUP,"MEDICARE ALLIANCE FOR BENEFICIARY ACCESS, INC.",40000,5f45f3f6-15ca-4bbd-8cf8-4f28cae8709d,False,False,https://lda.senate.gov/filings/public/filing/5f45f3f6-15ca-4bbd-8cf8-4f28cae8709d/print/
BRACEWELL LLP,"METHANEX (DBA METHANEX USA LLC, METHANEX LOUISIANA LLC, METHANEX GEISMAR III LLC",40000,bf821516-2ba8-4072-bf6e-ddf5a3e79518,False,False,https://lda.senate.gov/filings/public/filing/bf821516-2ba8-4072-bf6e-ddf5a3e79518/print/
"1607 STRATEGIES, LLC",MIKHAIL KOKORICH,40000,36b62f60-b70a-42b6-a872-c19c7c4a8ba5,False,False,https://lda.senate.gov/filings/public/filing/36b62f60-b70a-42b6-a872-c19c7c4a8ba5/print/
BGR GOVERNMENT AFFAIRS,MISSISSIPPI HOSPITAL ASSOCIATION,40000,3e993c06-603d-4bd8-8a4b-5147ada394c4,False,False,https://lda.senate.gov/filings/public/filing/3e993c06-603d-4bd8-8a4b-5147ada394c4/print/
BALLARD PARTNERS,MML PROPERTIES LTD.,40000,06b183be-9612-43c1-a4c5-cc5f7e7ba5b6,False,False,https://lda.senate.gov/filings/public/filing/06b183be-9612-43c1-a4c5-cc5f7e7ba5b6/print/
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",MUELLER WATER PRODUCTS,40000,f0d37c9e-24ef-4434-ae64-2fba3f54b3eb,False,False,https://lda.senate.gov/filings/public/filing/f0d37c9e-24ef-4434-ae64-2fba3f54b3eb/print/
"MINDSET ADVOCACY, LLC","Moss & Associates, LLC",40000,a2c00055-c742-4e2a-a5cf-b000440a4975,False,False,https://lda.senate.gov/filings/public/filing/a2c00055-c742-4e2a-a5cf-b000440a4975/print/
