quarter,date,member_name,party,state,chamber,title,url,src_file,src_line
2025-Q2,2025-05-30,Marcy Kaptur,Democrat,OH,House,Kaptur Condemns $3.7 Billion In DOE Cuts To American Manufacturing Nationwide,https://kaptur.house.gov/media-center/press-releases/kaptur-condemns-37-billion-doe-cuts-american-manufacturing-nationwide,congress_press/2025/2025-05.jsonl,4331
2025-Q2,2025-06-02,Nicholas J. Begich III,Republican,AK,House,Congressman Begich Emphasizes Strategic Energy Partnerships During CODEL to Asia,https://begich.house.gov/media/press-releases/congressman-begich-emphasizes-strategic-energy-partnerships-during-codel-asia,congress_press/2025/2025-06.jsonl,17
2025-Q2,2025-06-02,"Johnny Olszewski, Jr.",Democrat,MD,House,"Olszewski, Jacobs Lead Letter On U.S. Role in Peace Negotiations between the Democratic Republic of the Congo and Rwanda",https://olszewski.house.gov/media/press-releases/olszewski-jacobs-lead-letter-us-role-peace-negotiations-between-democratic,congress_press/2025/2025-06.jsonl,62
2025-Q2,2025-06-03,Aumua Amata Coleman Radewagen,Republican,AS,House,Amata: I will always stand with the people,https://radewagen.house.gov/media-center/press-releases/amata-i-will-always-stand-people,congress_press/2025/2025-06.jsonl,197
2025-Q2,2025-06-03,Steve Daines,Republican,MT,Senate,Readout of U.S. Senator Steve Daines’ Meeting with Armenian Prime Minister Nikol Pashinyan,https://www.daines.senate.gov/2025/06/03/readout-of-u-s-senator-steve-daines-meeting-with-armenian-prime-minister-nikol-pashinyan/,congress_press/2025/2025-06.jsonl,228
2025-Q2,2025-06-03,Roger F. Wicker,Republican,MS,Senate,SASC Chairman Roger Wicker Releases Defense Reconciliation Bill,https://www.wicker.senate.gov/2025/6/sasc-chairman-roger-wicker-releases-defense-reconciliation-bill,congress_press/2025/2025-06.jsonl,270
2025-Q2,2025-06-04,Elijah Crane,Republican,AZ,House,"Crane Introduces Bipartisan Bill to Clean Up Abandoned Mines, Bolstering Public Safety in Rural Arizona",https://crane.house.gov/2025/06/04/crane-introduces-bipartisan-bill-to-clean-up-abandoned-mines-bolstering-public-safety-in-rural-arizona/,congress_press/2025/2025-06.jsonl,307
2025-Q2,2025-06-04,Raul Ruiz,Democrat,CA,House,Congressman Ruiz and Imperial Valley Leaders Discuss the Future of Lithium Valley in Washington,https://ruiz.house.gov/media-center/press-releases/congressman-ruiz-and-imperial-valley-leaders-discuss-future-lithium,congress_press/2025/2025-06.jsonl,378
2025-Q2,2025-06-04,Tom Cotton,Republican,AR,Senate,Cotton Introduces Bill to Ban Blacklisted Firms from Sensitive DOE Contracts,https://www.cotton.senate.gov/news/press-releases/cotton-introduces-bill-to-ban-blacklisted-firms-from-sensitive-doe-contracts,congress_press/2025/2025-06.jsonl,421
2025-Q2,2025-06-05,Julie Fedorchak,Republican,ND,House,"On the House Floor: Fedorchak touts wins for North Dakotans, Americans in One Big Beautiful Bill",https://fedorchak.house.gov/media/press-releases/house-floor-fedorchak-touts-wins-north-dakotans-americans-one-big-beautiful,congress_press/2025/2025-06.jsonl,523
2025-Q2,2025-06-05,Jared Huffman,Democrat,CA,House,"Huffman, Padilla, Schiff, Heinrich Call on Trump Admin to Reverse Unlawful Approval of Mining in Mojave National Preserve",https://huffman.house.gov/media-center/press-releases/huffman-padilla-schiff-heinrich-call-on-trump-admin-to-reverse-unlawful-approval-of-mining-in-mojave-national-preserve,congress_press/2025/2025-06.jsonl,544
2025-Q2,2025-06-06,Brian K. Fitzpatrick,Republican,PA,House,"Fitzpatrick Continues Fighting for Key Reforms in Reconciliation Bill: Calls on Senate to Adopt Smart, Pro-Growth Energy Policy",https://fitzpatrick.house.gov/2025/6/fitzpatrick-continues-fighting-for-key-reforms-in-reconciliation-bill-calls-on-senate-to-adopt-smart-pro-growth-energy-policy,congress_press/2025/2025-06.jsonl,744
2025-Q2,2025-06-06,Todd Young,Republican,IN,Senate,VIDEO: AEI Hosts Young for Discussion on National Security,https://www.young.senate.gov/newsroom/press-releases/video-aei-hosts-young-for-discussion-on-national-security/,congress_press/2025/2025-06.jsonl,876
2025-Q2,2025-06-07,Aumua Amata Coleman Radewagen,Republican,AS,House,Amata: Fishery Decision Is Separate from Seabed Issue,https://radewagen.house.gov/media-center/press-releases/amata-fishery-decision-separate-seabed-issue,congress_press/2025/2025-06.jsonl,883
2025-Q2,2025-06-07,Aumua Amata Coleman Radewagen,Republican,AS,House,Amata Holds Issues Roundtable Meeting with S.O.F.I.A.S. Leadership,https://radewagen.house.gov/media-center/press-releases/amata-holds-issues-roundtable-meeting-sofias-leadership,congress_press/2025/2025-06.jsonl,884
2025-Q2,2025-06-10,Aumua Amata Coleman Radewagen,Republican,AS,House,Amata Releases Questions for DOI on Critical Minerals,https://radewagen.house.gov/media-center/press-releases/amata-releases-questions-doi-critical-minerals,congress_press/2025/2025-06.jsonl,1154
2025-Q2,2025-06-10,John Barrasso,Republican,WY,Senate,"Barrasso: Unleashing Affordable, Reliable American Energy Will Fuel American Prosperity",https://www.barrasso.senate.gov/barrasso-unleashing-affordable-reliable-american-energy-will-fuel-american-prosperity/,congress_press/2025/2025-06.jsonl,1190
2025-Q2,2025-06-11,Pete Stauber,Republican,MN,House,Stauber Applauds Trump Administration’s First Step to Reverse Biden’s Illegal Mineral Withdrawal in the Superior National Forest,https://stauber.house.gov/media/press-releases/stauber-applauds-trump-administrations-first-step-reverse-bidens-illegal,congress_press/2025/2025-06.jsonl,1386
2025-Q2,2025-06-12,Ed Case,Democrat,HI,House,Case Opposes Proposed Annual Defense Funding Measure That Does Not Support Ukraine And Lacks A Coordinated Strategy For The Indo-Pacific,https://case.house.gov/news/documentsingle.aspx?DocumentID=3671,congress_press/2025/2025-06.jsonl,1537
2025-Q2,2025-06-12,Sydney Kamlager-Dove,Democrat,CA,House,ICYMI: RM Kamlager-Dove Delivers Remarks at South & Central Asia Subcommittee Hearing on Export Controls and the AI Arms Race,https://kamlager-dove.house.gov/media/press-releases/icymi-rm-kamlager-dove-delivers-remarks-south-central-asia-subcommittee,congress_press/2025/2025-06.jsonl,1603
2025-Q2,2025-06-12,Susie Lee,Democrat,NV,House,"[VIDEO] Congresswoman Lee Questions Defense Sec. Hegseth on Investments for Creech AFB, Critical Minerals, and Uncrewed Aircraft Systems",https://susielee.house.gov/media/press-releases/video-congresswoman-lee-questions-defense-sec-hegseth-investments-creech-afb,congress_press/2025/2025-06.jsonl,1704
2025-Q2,2025-06-12,Cindy Hyde-Smith,Republican,MS,Senate,"HYDE-SMITH CHECKS INTERIOR DEPT. BUDGET COMMITMENT TO OFFSHORE ENERGY, UNIVERSITY PARTNERSHIPS",https://www.hydesmith.senate.gov/hyde-smith-checks-interior-dept-budget-commitment-offshore-energy-university-partnerships,congress_press/2025/2025-06.jsonl,1790
2025-Q2,2025-06-13,Aumua Amata Coleman Radewagen,Republican,AS,House,Amata’s Statement on DOI Announcement and Start of Public Comment Period,https://radewagen.house.gov/media-center/press-releases/amata-s-statement-doi-announcement-and-start-public-comment-period,congress_press/2025/2025-06.jsonl,1958
2025-Q2,2025-06-13,John Hoeven,Republican,ND,Senate,"Hoeven, Burgum Discuss Need for Oil, Gas, Coal & Critical Mineral Production to Support U.S. Energy Dominance",https://www.hoeven.senate.gov/news/news-releases/hoeven-burgum-discuss-need-for-oil-gas-coal-and-critical-mineral-production-to-support-us-energy-dominance,congress_press/2025/2025-06.jsonl,2033
2025-Q2,2025-06-16,Charles E. Schumer,Democrat,NY,Senate,"SCHUMER: TRUMP’S “BIG, BEAUTIFUL BILL” COULD SPELL “BIG” ENERGY PRICE HIKES & “BIG” JOB LOSSES FOR BUFFALO; STANDING AT ONE OF WESTERN NY’S LARGEST HOME SOLAR INSTALLERS, SENATOR REVEALS HOW GOP PLAN...",https://www.schumer.senate.gov/newsroom/press-releases/schumer-trumps-big-beautiful-bill-could-spell-big-energy-price-hikes-and-big-job-losses-for-buffalo-standing-at-one-of-western-nys-largest-home-solar-installers-senator-reveals-how-gop-plan-could-devastate-buffalo-jobs-manufacturing_drive-up-energy-costs-for-families-and-businesses-senator-demands-gop-back-off-clean-energy-cuts-for-buffalo,congress_press/2025/2025-06.jsonl,2225
2025-Q2,2025-06-16,Charles E. Schumer,Democrat,NY,Senate,"SCHUMER: UNDER GOP PLAN, ENERGY TAX HIKES COULD DECIMATE ROCHESTER’S #1 FASTEST-GROWING BUSINESS, DRIVE UP COSTS FOR ROCHESTER FAMILIES & SMALL BIZ; STANDING AT HOME WITH NEWLY-INSTALLED SOLAR PANELS,...",https://www.schumer.senate.gov/newsroom/press-releases/schumer-under-gop-plan-energy-tax-hikes-could-decimate-rochesters-1-fastest-growing-business-drive-up-costs-for-rochester-families-and-small-biz-standing-at-home-with-newly-installed-solar-panels-senator-demands-gop-back-off-disasterous-big-beautiful-bill-that-means-big-energy-price-hikes_big-job-losses-for-rochester,congress_press/2025/2025-06.jsonl,2226
2025-Q2,2025-06-17,Alex Padilla,Democrat,CA,Senate,"Padilla, Schiff Condemn Trump Administration Decision to Terminate $3.7 Billion in Clean Energy Grants, Urge DOE to Reinstate Them",https://www.padilla.senate.gov/newsroom/press-releases/padilla-schiff-condemn-trump-administration-decision-to-terminate-3-7-billion-in-clean-energy-grants-urge-doe-to-reinstate-them/,congress_press/2025/2025-06.jsonl,2357
2025-Q2,2025-06-18,Mike Ezell,Republican,MS,House,"Ezell, Miller-Meeks Introduce the Unleash America’s Offshore Critical Minerals and Resources Act",https://ezell.house.gov/news/documentsingle.aspx?DocumentID=1835,congress_press/2025/2025-06.jsonl,2412
2025-Q2,2025-06-25,Roger F. Wicker,Republican,MS,Senate,SASC Chairman Roger Wicker Releases Updated Text of Defense Reconciliation Bill,https://www.wicker.senate.gov/2025/6/sasc-chairman-roger-wicker-releases-updated-text-of-defense-reconciliation-bill,congress_press/2025/2025-06.jsonl,3514
2025-Q2,2025-06-26,Dusty Johnson,Republican,SD,House,"Johnson Continues Push to Strengthen Ocean Shipping Regulator FMC, Counter China",https://dustyjohnson.house.gov/media/press-releases/johnson-continues-push-strengthen-ocean-shipping-regulator-fmc-counter-china,congress_press/2025/2025-06.jsonl,3555
2025-Q2,2025-06-26,Brian K. Fitzpatrick,Republican,PA,House,Fitzpatrick Statement on Senate’s Ongoing Approach of H.R. 1 Energy Tax Credits,https://fitzpatrick.house.gov/2025/6/fitzpatrick-statement-on-senate-s-ongoing-approach-of-h-r-1-energy-tax-credits,congress_press/2025/2025-06.jsonl,3565
2025-Q2,2025-06-27,Christopher H. Smith,Republican,NJ,House,Rep. Chris Smith Introduces Resolution Supporting Historic Peace Accord brokered by President Trump to End One of the Deadliest Conflicts since World War II,https://chrissmith.house.gov/news/documentsingle.aspx?DocumentID=414829,congress_press/2025/2025-06.jsonl,3772
2025-Q2,2025-06-27,Kevin Mullin,Democrat,CA,House,"Rep. Mullin Announces Transportation Bills to Advance Transit Accessibility, Public Safety and Affordable Housing",https://kevinmullin.house.gov/2025/06/27/rep-mullin-announces-transportation-bills-to-advance-transit-accessibility-public-safety-and-affordable-housing/,congress_press/2025/2025-06.jsonl,3823
2025-Q2,2025-06-30,Sheila Cherfilus-McCormick,Democrat,FL,House,Congresswoman Cherfilus-McCormick Releases Statement on DRC-Rwanda Peace Agreement,https://cherfilus-mccormick.house.gov/media/press-releases/congresswoman-cherfilus-mccormick-releases-statement-drc-rwanda-peace,congress_press/2025/2025-06.jsonl,4050
2025-Q3,2025-07-01,Jim Banks,Republican,IN,Senate,Senator Banks Votes to Pass President Trump’s One Big Beautiful Bill,https://www.banks.senate.gov/news/press-releases/senator-banks-votes-to-pass-president-trumps-one-big-beautiful-bill/,congress_press/2025/2025-07.jsonl,74
2025-Q3,2025-07-01,Shelley Moore Capito,Republican,WV,Senate,Capito Votes to Pass Republican Reconciliation Bill,https://www.capito.senate.gov/news/press-releases/capito-votes-to-pass-republican-reconciliation-bill,congress_press/2025/2025-07.jsonl,85
2025-Q3,2025-07-01,James C. Justice,Republican,WV,Senate,Senator Justice Statement on Senate Passage of One Big Beautiful Bill,https://www.justice.senate.gov/press-releases/senator-justice-statement-on-senate-passage-of-one-big-beautiful-bill,congress_press/2025/2025-07.jsonl,118
2025-Q3,2025-07-01,Tim Scott,Republican,SC,Senate,Senator Scott Applauds Passage of the One Big Beautiful Bill,https://www.scott.senate.gov/media-center/press-releases/senator-scott-applauds-passage-of-the-one-big-beautiful-bill/,congress_press/2025/2025-07.jsonl,145
2025-Q3,2025-07-01,Dan Sullivan,Republican,AK,Senate,"Sullivan Shapes “One Big Beautiful Bill” to Unleash Alaska’s Economy, Create Good-Paying Jobs, Provide Historic Tax Cuts for Working Families, and Strengthen Health Care",https://www.sullivan.senate.gov/newsroom/press-releases/sullivan-shapes-one-big-beautiful-bill-to-unleash-alaskas-economy-create-good-paying-jobs-provide-historic-tax-cuts-for-working-families-and-strengthen-health-care,congress_press/2025/2025-07.jsonl,150
2025-Q3,2025-07-03,Dusty Johnson,Republican,SD,House,"Johnson Secures Tax Relief, Border Security, and Historic Spending Reduction",https://dustyjohnson.house.gov/media/press-releases/johnson-secures-tax-relief-border-security-and-historic-spending-reduction,congress_press/2025/2025-07.jsonl,348
2025-Q3,2025-07-03,Vince Fong,Republican,CA,House,"Congressman Fong Votes to Pass ""One Big Beautiful Bill Act,"" Delivering Historic Tax Relief for California’s 20th District",https://fong.house.gov/media/press-releases/congressman-fong-votes-pass-one-big-beautiful-bill-act-delivering-historic-0,congress_press/2025/2025-07.jsonl,367
2025-Q3,2025-07-03,Carol D. Miller,Republican,WV,House,Miller Joins Speaker Johnson in Celebrating Bill Passage,https://miller.house.gov/media/press-releases/miller-joins-speaker-johnson-celebrating-bill-passage,congress_press/2025/2025-07.jsonl,455
2025-Q3,2025-07-03,Carol D. Miller,Republican,WV,House,"Miller Votes to Send the One, Big, Beautiful Bill to President Trump's Desk",https://miller.house.gov/media/press-releases/miller-votes-send-one-big-beautiful-bill-president-trumps-desk,congress_press/2025/2025-07.jsonl,456
2025-Q3,2025-07-03,Zachary Nunn,Republican,IA,House,"Nunn Votes to Secure Middle-Class Tax Cuts, Strengthen Border Security, and Bolster American Energy Independence",https://nunn.house.gov/2025/07/03/nunn-votes-to-secure-middle-class-tax-cuts-strengthen-border-security-and-bolster-american-energy-independence/,congress_press/2025/2025-07.jsonl,474
2025-Q3,2025-07-03,Bruce Westerman,Republican,AR,House,"WESTERMAN APPLAUDS FINAL PASSAGE OF THE ONE BIG, BEAUTIFUL BILL",https://westerman.house.gov/media-center/press-releases/westerman-applauds-final-passage-one-big-beautiful-bill,congress_press/2025/2025-07.jsonl,557
2025-Q3,2025-07-08,Gary J. Palmer,Republican,AL,House,Palmer Chosen as New Environment Subcommittee Chairman,https://palmer.house.gov/media-center/press-releases/palmer-chosen-new-environment-subcommittee-chairman,congress_press/2025/2025-07.jsonl,757
2025-Q3,2025-07-08,Haley M. Stevens,Democrat,MI,House,Michigan Congresswoman Haley Stevens to Introduce the ‘Unearth America’s Future Act’,https://stevens.house.gov/media/press-releases/michigan-congresswoman-haley-stevens-introduce-unearth-americas-future-act,congress_press/2025/2025-07.jsonl,768
2025-Q3,2025-07-09,Steve Daines,Republican,MT,Senate,Daines Secures Commitments from Trump Nominees to Support Montana Mining & Energy,https://www.daines.senate.gov/2025/07/09/daines-secures-commitments-from-trump-nominees-to-support-montana-mining-energy/,congress_press/2025/2025-07.jsonl,890
2025-Q3,2025-07-09,Martin Heinrich,Democrat,NM,Senate,"Heinrich Grills Trump Administration Nominee on Maintaining a Robust Energy Grid That Keeps Utility Costs Low for Families, Oil Spills in New Mexico",https://www.heinrich.senate.gov/newsroom/press-releases/heinrich-grills-trump-administration-nominee-on-maintaining-a-robust-energy-grid-that-keeps-utility-costs-low-for-families-oil-spills-in-new-mexico,congress_press/2025/2025-07.jsonl,898
2025-Q3,2025-07-09,Cindy Hyde-Smith,Republican,MS,Senate,Renick gives keynote speech at luncheon,https://www.hydesmith.senate.gov/renick-gives-keynote-speech-luncheon,congress_press/2025/2025-07.jsonl,906
2025-Q3,2025-07-10,Haley M. Stevens,Democrat,MI,House,What They’re Saying: Michigan Congresswoman Haley Stevens Introduces the ‘Unearth America’s Future Act’,https://stevens.house.gov/media/press-releases/what-theyre-saying-michigan-congresswoman-haley-stevens-introduces-unearth,congress_press/2025/2025-07.jsonl,1044
2025-Q3,2025-07-11,Susie Lee,Democrat,NV,House,Congresswoman Lee Applauds Multibillion-Dollar Department of Defense Commitment to MP Materials,https://susielee.house.gov/media/press-releases/congresswoman-lee-applauds-multibillion-dollar-department-defense-commitment,congress_press/2025/2025-07.jsonl,1226
2025-Q3,2025-07-11,Mazie K. Hirono,Democrat,HI,Senate,"Hirono Secures Key Priorities for Hawaii in Committee Markup of Annual Defense Bill, Condemns GOP Politicization of Military Policy",https://www.hirono.senate.gov/news/press-releases/hirono-secures-key-priorities-for-hawaii-in-committee-markup-of-annual-defense-bill-condemns-gop-politicization-of-military-policy,congress_press/2025/2025-07.jsonl,1282
2025-Q3,2025-07-11,Rick Scott,Republican,FL,Senate,Sen. Rick Scott Secures Big Wins for Florida & Pres. Trump’s Agenda with Committee-Passed NDAA,https://www.rickscott.senate.gov/2025/7/sen-rick-scott-secures-big-wins-for-florida-pres-trump-s-agenda-with-committee-passed-ndaa,congress_press/2025/2025-07.jsonl,1304
2025-Q3,2025-07-11,Elissa Slotkin,Democrat,MI,Senate,"Slotkin Secures 40+ Wins in FY26 Pentagon Budget, Focusing on New Missions, New Tech and New Jobs for Michigan",https://www.slotkin.senate.gov/2025/07/11/slotkin-secures-40-wins-in-fy26-pentagon-budget-focusing-on-new-missions-new-tech-and-new-jobs-for-michigan/,congress_press/2025/2025-07.jsonl,1317
2025-Q3,2025-07-14,Sharice Davids,Democrat,KS,House,Davids Celebrates Grand Opening of Panasonic EV Battery Facility in De Soto,https://davids.house.gov/media/press-releases/davids-celebrates-grand-opening-panasonic-ev-battery-facility-de-soto,congress_press/2025/2025-07.jsonl,1368
2025-Q3,2025-07-15,Ami Bera,Democrat,CA,House,Rep. Ami Bera Leads Bipartisan Legislation to Strengthen American Leadership in Global Mineral Supply Chains and Counter China’s Dominance,https://bera.house.gov/news/press-releases/rep-ami-bera-leads-bipartisan-legislation-to-strengthen-american-leadership-in-global-mineral-supply-chains-and-counter-china-s-dominance,congress_press/2025/2025-07.jsonl,1493
2025-Q3,2025-07-15,"Charles J. ""Chuck"" Fleischmann",Republican,TN,House,Chairman Fleischmann’s Energy and Water Bill Advances Through Subcommittee,https://fleischmann.house.gov/media/press-releases/chairman-fleischmann-s-energy-and-water-bill-advances-through-subcommittee,congress_press/2025/2025-07.jsonl,1537
2025-Q3,2025-07-15,Ronny Jackson,Republican,TX,House,Rep. Jackson Secures Major Victories for TX-13 During the NDAA Markup for Fiscal Year 2026,https://jackson.house.gov/news/documentsingle.aspx?DocumentID=2386,congress_press/2025/2025-07.jsonl,1561
2025-Q3,2025-07-15,Gary J. Palmer,Republican,AL,House,Palmer Introduces Bill to Codify Trump Executive Orders and End U.S. Dependence on China,https://palmer.house.gov/media-center/press-releases/palmer-introduces-bill-codify-trump-executive-orders-and-end-us,congress_press/2025/2025-07.jsonl,1597
2025-Q3,2025-07-15,John Barrasso,Republican,WY,Senate,Wyoming Delegation Hosts Energy Secretary Wright for Ramaco Brook Mine Opening,https://www.barrasso.senate.gov/wyoming-delegation-hosts-energy-secretary-wright-for-ramaco-brook-mine-opening/,congress_press/2025/2025-07.jsonl,1629
2025-Q3,2025-07-15,Ted Budd,Republican,NC,Senate,Senate Defense Bill Includes Dozens of Budd-Led Provisions to Boost America’s Military Readiness & End Affirmative Action at Service Academies,https://www.budd.senate.gov/2025/07/15/senate-defense-bill-includes-dozens-of-budd-led-provisions-to-boost-americas-military-readiness-end-affirmative-action-at-service-academies/,congress_press/2025/2025-07.jsonl,1640
2025-Q3,2025-07-16,Sean Casten,Democrat,IL,House,"Casten, 16 House Democrats FOIA Request EPA for Info on Employee Firings, Rollbacks",https://casten.house.gov/media/press-releases/casten-16-house-democrats-foia-request-epa-for-info-on-employee-firings-rollbacks,congress_press/2025/2025-07.jsonl,1732
2025-Q3,2025-07-16,Christopher R. Deluzio,Democrat,PA,House,"Deluzio Fights Price Gouging, Secures Wins for Western PA in Annual Defense Bill",https://deluzio.house.gov/media/press-releases/deluzio-fights-price-gouging-secures-wins-western-pa-annual-defense-bill,congress_press/2025/2025-07.jsonl,1747
2025-Q3,2025-07-16,Sam T. Liccardo,Democrat,CA,House,ICYMI in The Mercury News – “Liccardo: Democrats need an innovation agenda to win back Silicon Valley tech leaders”,https://liccardo.house.gov/media/press-releases/icymi-mercury-news-liccardo-democrats-need-innovation-agenda-win-back-silicon,congress_press/2025/2025-07.jsonl,1785
2025-Q3,2025-07-16,Morgan Luttrell,Republican,TX,House,Luttrell Secures Key Wins as Committee Sends FY26 NDAA to House Floor,https://luttrell.house.gov/media/press-releases/luttrell-secures-key-wins-committee-sends-fy26-ndaa-house-floor,congress_press/2025/2025-07.jsonl,1786
2025-Q3,2025-07-16,Elise M. Stefanik,Republican,NY,House,"Stefanik Advances Historic Results for Fort Drum, Rome Labs, Upstate New York, the North Country, and America in the National Defense Bill",https://stefanik.house.gov/2025/7/stefanik-advances-historic-results-for-fort-drum-rome-labs-upstate-new-york-the-north-country-and-america-in-the-national-defense-bill,congress_press/2025/2025-07.jsonl,1824
2025-Q3,2025-07-16,Christopher Murphy,Democrat,CT,Senate,Murphy: Trump is Surrendering American Soft Power to Our Adversaries and Destroying Senate Norms in the Process,https://www.murphy.senate.gov/newsroom/press-releases/murphy-trump-is-surrendering-american-soft-power-to-our-adversaries-and-destroying-senate-norms-in-the-process,congress_press/2025/2025-07.jsonl,1926
2025-Q3,2025-07-17,Dan Newhouse,Republican,WA,House,"Newhouse Votes to Boost Nuclear Energy, Achieve Energy Dominance",https://newhouse.house.gov/media-center/press-releases/newhouse-votes-boost-nuclear-energy-achieve-energy-dominance,congress_press/2025/2025-07.jsonl,2079
2025-Q3,2025-07-17,John Barrasso,Republican,WY,Senate,Republicans’ Big Beautiful Bill Unleashes Wyoming Energy,https://www.barrasso.senate.gov/republicans-big-beautiful-bill-unleashes-wyoming-energy/,congress_press/2025/2025-07.jsonl,2144
2025-Q3,2025-07-18,Donald G. Davis,Democrat,NC,House,Congressman Don Davis Steadfast in Seymour Johnson Air Force Base Support as Defense Bills Advance,https://dondavis.house.gov/media/press-releases/congressman-don-davis-steadfast-seymour-johnson-air-force-base-support-defense,congress_press/2025/2025-07.jsonl,2312
2025-Q3,2025-07-18,Troy Downing,Republican,MT,House,Downing Secures $20 Million Funding Request for Montana in Defense Appropriations Bill,https://downing.house.gov/media/press-releases/downing-secures-20-million-funding-request-montana-defense-appropriations-bill,congress_press/2025/2025-07.jsonl,2313
2025-Q3,2025-07-18,John Garamendi,Democrat,CA,House,"Top Democrat on House Armed Services Readiness, Rep. Garamendi, Introduces and Secures Several Amendments to National Defense Authorization Act",https://garamendi.house.gov/media/press-releases/top-democrat-house-armed-services-readiness-rep-garamendi-introduces-and,congress_press/2025/2025-07.jsonl,2333
2025-Q3,2025-07-18,Zachary Nunn,Republican,IA,House,Nunn Advances Key Bipartisan Amendments in FY26 Defense Bill,https://nunn.house.gov/2025/07/18/nunn-advances-key-bipartisan-amendments-in-fy26-defense-bill/,congress_press/2025/2025-07.jsonl,2428
2025-Q3,2025-07-18,Ann Wagner,Republican,MO,House,House Passes Defense Appropriations Legislation with Wagner Provisions,https://wagner.house.gov/media-center/press-releases/house-passes-defense-appropriations-legislation-wagner-provisions,congress_press/2025/2025-07.jsonl,2478
2025-Q3,2025-07-21,Richard J. Durbin,Democrat,IL,Senate,"Durbin Secures Key Provisions To Support Rock Island Arsenal, Defense Manufacturing In Illinois In Committee-Passed NDAA",https://www.durbin.senate.gov/newsroom/press-releases/durbin-secures-key-provisions-to-support-rock-island-arsenal-defense-manufacturing-in-illinois-in-committee-passed-ndaa,congress_press/2025/2025-07.jsonl,2663
2025-Q3,2025-07-22,Tony Gonzales,Republican,TX,House,"Rep. Tony Gonzales Advances Legislation to Unleash West Texas Energy, Critical Minerals",https://gonzales.house.gov/2025/7/rep-tony-gonzales-advances-legislation-to-unleash-west-texas-energy-critical-minerals,congress_press/2025/2025-07.jsonl,2760
2025-Q3,2025-07-22,Dan Newhouse,Republican,WA,House,"Newhouse Votes for Responsible Land Management, Unleashing Natural Resources",https://newhouse.house.gov/media-center/press-releases/newhouse-votes-responsible-land-management-unleashing-natural-resources,congress_press/2025/2025-07.jsonl,2786
2025-Q3,2025-07-22,Tommy Tuberville,Republican,AL,Senate,Tuberville Speaks with Pentagon Nominees During SASC Hearing,https://www.tuberville.senate.gov/newsroom/press-releases/tuberville-speaks-with-pentagon-nominees-during-sasc-hearing/,congress_press/2025/2025-07.jsonl,2899
2025-Q3,2025-07-23,Ted Lieu,Democrat,CA,House,REP LIEU INTRODUCES BIPARTISAN BILL TO STRENGTHEN CLEAN ENERGY INFRASTRUCTURE FOR US TERRITORIES,https://lieu.house.gov/media-center/press-releases/rep-lieu-introduces-bipartisan-bill-strengthen-clean-energy,congress_press/2025/2025-07.jsonl,3007
2025-Q3,2025-07-23,Martin Heinrich,Democrat,NM,Senate,Heinrich Blasts Trump Administration for Raising Electricity Costs on American Families Amidst Growing Energy Demand,https://www.heinrich.senate.gov/newsroom/press-releases/heinrich-blasts-trump-administration-for-raising-electricity-costs-on-american-families-amidst-growing-energy-demand,congress_press/2025/2025-07.jsonl,3140
2025-Q3,2025-07-23,Mazie K. Hirono,Democrat,HI,Senate,"Hirono, Murkowski Reintroduce Bipartisan Resolution Calling on U.S. Senate to Ratify UN Convention on the Law of the Sea",https://www.hirono.senate.gov/news/press-releases/hirono-murkowski-reintroduce-bipartisan-resolution-calling-on-us-senate-to-ratify-un-convention-on-the-law-of-the-sea,congress_press/2025/2025-07.jsonl,3143
2025-Q3,2025-07-23,"Angus S. King, Jr.",Independent,ME,Senate,"King, Colleagues Introduce Bipartisan Resolution Calling on U.S. Senate to Ratify Global Ocean Governing Agreement",https://www.king.senate.gov/newsroom/press-releases/king-colleagues-introduce-bipartisan-resolution-calling-on-us-senate-to-ratify-global-ocean-governing-agreement,congress_press/2025/2025-07.jsonl,3152
2025-Q3,2025-07-23,"Angus S. King, Jr.",Independent,ME,Senate,"King to Witness: Electric Bills in Maine are Rising, Storage and Transmission Solutions Should Be Pursued",https://www.king.senate.gov/newsroom/press-releases/king-to-witness-electric-bills-in-maine-are-rising-storage-and-transmission-solutions-should-be-pursued,congress_press/2025/2025-07.jsonl,3153
2025-Q3,2025-07-23,Ron Wyden,Democrat,OR,Senate,Wyden Blasts Republicans Over Manufactured Energy Crisis,https://www.wyden.senate.gov/news/press-releases/wyden-blasts-republicans-over-manufactured-energy-crisis,congress_press/2025/2025-07.jsonl,3191
2025-Q3,2025-07-24,Sam T. Liccardo,Democrat,CA,House,Liccardo Leads Introduction of the New Democratic Coalition's Innovation Agenda,https://liccardo.house.gov/media/press-releases/liccardo-leads-introduction-new-democratic-coalitions-innovation-agenda,congress_press/2025/2025-07.jsonl,3267
2025-Q3,2025-07-24,Martin Heinrich,Democrat,NM,Senate,Heinrich Criticizes Trump Administration for Working to Stall Energy Projects and Raise Costs on Families,https://www.heinrich.senate.gov/newsroom/press-releases/heinrich-criticizes-trump-administration-for-working-to-stall-energy-projects-and-raise-costs-on-families,congress_press/2025/2025-07.jsonl,3373
2025-Q3,2025-07-25,Diana Harshbarger,Republican,TN,House,HARSHBARGER: President Trump is Proving Naysayers Wrong AGAIN,https://harshbarger.house.gov/media/press-releases/harshbarger-president-trump-proving-naysayers-wrong-again,congress_press/2025/2025-07.jsonl,3472
