filing_year,filing_period,general_issue_code,description,show_record_key
2024,third_quarter,BUD,"H.R. 8771/S. 4797 - Department of State, Foreign Operations, and Related Programs Appropriations Act, 2025 H.R. 8752 - Department of Homeland Security Appropriations Act, 2025 and Senate Version H.R. 8774/S. 4921 - Department of Defense Appropriations Act, 2025 H.R. 9027/S. 4690 - Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2025 H.R. 8997/S. 4927 - Energy and Water Development and Related Agencies Appropriations Act, 2025 H.R. 9029/S. 4942 - Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2025 H.R. 8773/S. 4928 - Financial Services and General Government Appropriations Act, 2025 H.R. 9026/S. 4796 - Commerce, Justice, Science, and Related Agencies Appropriations Act, 2025 H.R. 9494 - Continuing Appropriations and Other Matters Act, 2025 H.R. 9747 - Continuing Appropriations and Extensions Act, 2025",5b1aab0b-7b01-42f0-99b9-e3a090b1a289
2024,third_quarter,DEF,H.R. 7866/S. 4285 - United States-Israel Anti-Tunneling Cooperation Enhancement Act H.R. 8070 - Servicemember Quality of Life Improvement and National Defense Authorization Act for Fiscal Year 2025 S. 4638 - National Defense Authorization Act for Fiscal Year 2025S S. 4482 - Space Technology and Regional Security (STARS) Act S.5058 - AI ACCORD Act of 2024,5b1aab0b-7b01-42f0-99b9-e3a090b1a289
2024,third_quarter,FOR,"H.R. 3792 - U.S.-Israel Partnership and Abraham Accords Enhancement Act H.R. 4076 - To authorize funding for a bilateral cooperative program with Israel for the development of health technologies. H.R. 3907 & S.2240 - United States-Israel International Development Cooperation Act Iran International Criminal Court S. 2413 - Regional Integration and Normalization Act H.Res. 786 - Calling for an immediate deescalation and cease-fire in Israel and occupied Palestine. H.R. 6201/S. 3197 - Iranian Sanctions Enforcement Act H.R. 8437/S. 4537 - Maintaining Our Ironclad Commitment to Israels Security Act H.R. 8001 - Combating Houthi Threats and Aggression Act S.Res.505 - A resolution condemning the use of sexual violence and rape as a weapon of war by the terrorist group Hamas against the people of Israel. H.R.3033 & S.1390 - Solidify Iran Sanctions Act of 2023 H.R. 6090/S. 4127 - Antisemitism Awareness Act of 2023 H.R. 7914 - Accountability for Terrorist Perpetrators of October 7th Act H.R. 8232 - To authorize the Secretary of State to withdraw from the United Nations Relief and Works Agency for Palestine Refugees in the Near East Federal funds previously made available to such organization. H.R. 8345 - To limit funds to the United Nations and other organizations that provide any status, rights, or privileges beyond observer status to the Palestine Liberation Organization, and for other purposes. H.R. 9649 - To restore funding for the United Nations Relief and Works Agency for Palestine Refugees in the Near East H.R. 9713 - BIRD Energy and U.S.-Israel Energy Center Reauthorization Act of 2024 H. Res. 1323 - Rejecting the United Nations decision to place the Israel Defense Force on a list of child's rights abusers. H.R. 8190/S. 4093 - Reviewing Qatars Major Non-NATO Ally Status Act of 2024 S.J.Res.111 - A joint resolution providing for congressional disapproval of the proposed foreign military sale to the Government of Israel of certain defense articles and services. S.J.Res.112 - A joint resolution providing for congressional disapproval of the proposed foreign military sale to the Government of Israel of certain defense articles and services. S.J.Res.113 - A joint resolution providing for congressional disapproval of the proposed foreign military sale to the Government of Israel of certain defense articles and services. S.J.Res.114 - A joint resolution providing for congressional disapproval of the proposed foreign military sale to the Government of Israel of certain defense articles and services. S.J.Res.115 - A joint resolution providing for congressional disapproval of the proposed foreign military sale to the Government of Israel of certain defense articles and services. S.J.Res.116 - A joint resolution providing for congressional disapproval of the proposed foreign military sale to the Government of Israel of certain defense articles and services. S.4484 - Illegitimate Court Counteraction Act H.R.9374 - Stand with Israel Act S.4551 - United States-Israel Agriculture Cooperation Improvement and Expansion Act",5b1aab0b-7b01-42f0-99b9-e3a090b1a289
2024,fourth_quarter,BUD,"H.R. 8771/S. 4797 - Department of State, Foreign Operations, and Related Programs Appropriations Act, 2025 H.R. 8752 - Department of Homeland Security Appropriations Act, 2025 and Senate Version H.R. 8774/S. 4921 - Department of Defense Appropriations Act, 2025 H.R. 9027/S. 4690 - Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2025 H.R. 8997/S. 4927 - Energy and Water Development and Related Agencies Appropriations Act, 2025 H.R. 9029/S. 4942 - Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2025 H.R. 8773/S. 4928 - Financial Services and General Government Appropriations Act, 2025 H.R. 9026/S. 4796 - Commerce, Justice, Science, and Related Agencies Appropriations Act, 2025 H.R.10545 - American Relief Act, 2025",c8ec224e-94fa-4f2f-bd77-1b8e07955e02
2024,fourth_quarter,DEF,"H.R. 7866/S. 4285 - United States-Israel Anti-Tunneling Cooperation Enhancement Act H.R. 8070 - Servicemember Quality of Life Improvement and National Defense Authorization Act for Fiscal Year 2025 S. 4638 - National Defense Authorization Act for Fiscal Year 2025S S. 4482 - Space Technology and Regional Security (STARS) Act S.5058 - AI ACCORD Act of 2024 H.R.5009 - To authorize appropriations for fiscal year 2025 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes. S.5562 - A bill to modify United States-Israel anti-tunnel cooperation. S.1802/H.R. 1777 - United States-Israel Future of Warfare Act of 2023 H.R.10353 - Middle East Space and Satellite Security Alliance Act of 2024",c8ec224e-94fa-4f2f-bd77-1b8e07955e02
2024,fourth_quarter,FOR,H.R. 3792 - U.S.-Israel Partnership and Abraham Accords Enhancement Act H.R. 4076 - To authorize funding for a bilateral cooperative program with Israel for the development of health technologies. H.R. 3907 & S.2240 - United States-Israel International Development Cooperation Act Iran International Criminal Court S. 2413 - Regional Integration and Normalization Act H.Res. 786 - Calling for an immediate deescalation and cease-fire in Israel and occupied Palestine. H.R. 6201/S. 3197 - Iranian Sanctions Enforcement Act H.R. 8437/S. 4537 - Maintaining Our Ironclad Commitment to Israels Security Act H.R. 8001 - Combating Houthi Threats and Aggression Act H.R.3033 & S.1390 - Solidify Iran Sanctions Act of 2023 H.R. 6090/S. 4127 - Antisemitism Awareness Act of 2023 H.R. 9649 - To restore funding for the United Nations Relief and Works Agency for Palestine Refugees in the Near East H.R. 9713 - BIRD Energy and U.S.-Israel Energy Center Reauthorization Act of 2024 H.R. 8190/S. 4093 - Reviewing Qatars Major Non-NATO Ally Status Act of 2024 S.4484 - Illegitimate Court Counteraction Act H.R.9374 - Stand with Israel Act S.4551 - United States-Israel Agriculture Cooperation Improvement and Expansion Act S.J.Res.111 - A joint resolution providing for congressional disapproval of the proposed foreign military sale to the Government of Israel of certain defense articles and services. S.J.Res.112 - A joint resolution providing for congressional disapproval of the proposed foreign military sale to the Government of Israel of certain defense articles and services. S.J.Res.113 - A joint resolution providing for congressional disapproval of the proposed foreign military sale to the Government of Israel of certain defense articles and services. S.J.Res.114 - A joint resolution providing for congressional disapproval of the proposed foreign military sale to the Government of Israel of certain defense articles and services. S.J.Res.115 - A joint resolution providing for congressional disapproval of the proposed foreign military sale to the Government of Israel of certain defense articles and services. S.J.Res.116 - A joint resolution providing for congressional disapproval of the proposed foreign military sale to the Government of Israel of certain defense articles and services. H.R. 9495 - Stop Terror-Financing and Tax Penalties on American Hostages Act S. 5388 - To Restore UNRWA Funding,c8ec224e-94fa-4f2f-bd77-1b8e07955e02
2025,first_quarter,BUD,"FY 2025 State and Foreign Operations Appropriations FY 2025 Department of Homeland Security Appropriations FY 2025 Department of Defense Appropriations FY 2025 Agriculture, Rural Development, Food and Drug Administration, and Related Agencies FY 2025 Energy and Water Development and Related Agencies Appropriations FY 2025 Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations FY 2025 Financial Services and General Government Appropriations FY 2025 Commerce, Justice, Science, and Related Agencies Appropriations H.R.1968 - Full-Year Continuing Appropriations and Extensions Act, 2025 FY 2026 National Security, Department of State and Related Programs Appropriations FY 2026 Department of Homeland Security Appropriations FY 2026 Department of Defense Appropriations FY 2026 Agriculture, Rural Development, Food and Drug Administration, and Related Agencies FY 2026 Energy and Water Development and Related Agencies Appropriations FY 2026 Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations FY 2026 Financial Services and General Government Appropriations FY 2026 Commerce, Justice, Science, and Related Agencies Appropriations",f91b0c9f-3424-470e-96ff-76e61de5b45e
2025,first_quarter,DEF,FY 2026 NDAA H.R. 1229/S. 554 - U.S. Israel Defense Partnership Act of 2025,f91b0c9f-3424-470e-96ff-76e61de5b45e
2025,first_quarter,FOR,Iran H.R. 23 - Illegitimate Court Counteraction Act S. 842 - No Hezbollah In Our Hemisphere Act H.R. 867 - IGO Anti-Boycott Act H.R 1048 - DETERRENT Act H.R. 1422/S.556 - Enhanced Iran Sanctions Act of 2025 H.R. 2280 - BIRD Energy and U.S.-Israel Energy Center Reauthorization Act S.Res. 72 - A resolution affirming that Hamas cannot retain any political or military control in the Gaza Strip. S.Res. 101 - A resolution affirming the threats to world stability from a nuclear weapons-capable Islamic Republic of Iran. S.J.Res.20 - A joint resolution providing for congressional disapproval of the proposed foreign military sale to Israel of certain defense articles and services. S.J.Res.21 - A joint resolution providing for congressional disapproval of the proposed foreign military sale to Israel of certain defense articles and services. S.J.Res.22 - A joint resolution providing for congressional disapproval of the proposed foreign military sale to Israel of certain defense articles and services. S.J.Res.23 - A joint resolution providing for congressional disapproval of the proposed license amendment for the export to Israel of certain defense articles and services. S.J.Res.25 - A joint resolution providing for congressional disapproval of the proposed foreign military sale to Israel of certain defense articles and services. S.J.Res.26 - A joint resolution providing for congressional disapproval of the proposed foreign military sale to Israel of certain defense articles and services. S.J.Res.27 - A joint resolution providing for congressional disapproval of the proposed foreign military sale to Israel of certain defense articles and services. S.J.Res.32 - A joint resolution providing for congressional disapproval of the proposed foreign military sale to the Government of Israel of certain defense articles and services. S.J.Res.33 - A joint resolution providing for congressional disapproval of the proposed foreign military sale to the Government of Israel of certain defense articles and services. S.J.Res.34 - A joint resolution providing for congressional disapproval of the proposed foreign military sale to the Government of Israel of certain defense articles and services. S.J.Res.35 - A joint resolution providing for congressional disapproval of the report of enhancement or upgrade of sensitive foreign military related to a sale to the Government of Israel of certain defense articles and services. S.J.Res.40 - A joint resolution providing for congressional disapproval of the proposed export of certain defense articles to Israel. S.J.Res.41 - A joint resolution providing for congressional disapproval of the proposed export of certain defense articles to Israel. S.J.Res.42 - A joint resolution providing for congressional disapproval of the proposed export of certain defense articles to Israel. H.J.Res. 68 - Providing for congressional disapproval of the proposed foreign military sale to Israel of certain defense articles and services. H.J.Res. 69 - Providing for congressional disapproval of the proposed foreign military sale to Israel of certain defense articles and services. H.J.Res. 70 - Providing for congressional disapproval of the proposed license amendment for the export to Israel of certain defense articles and services. H.J.Res. 71 - Providing for congressional disapproval of the proposed foreign military sale to Israel of certain defense articles and services. H.J.Res. 83 - Providing for congressional disapproval of the proposed foreign military sale to Israel of certain defense articles and services. H.J.Res. 84 - Providing for congressional disapproval of the proposed foreign military sale to Israel of certain defense articles and services. H.J.Res. 85 - Providing for congressional disapproval of the proposed foreign military sale to Israel of certain defense articles and services. H.J.Res. 86- Providing for congressional disapproval of the report of enhancement or upgrade of sensitive foreign military related to a sale to the Government of Israel of certain defense articles and services.,f91b0c9f-3424-470e-96ff-76e61de5b45e
2025,second_quarter,BUD,"FY 2026 National Security, Department of State and Related Programs Appropriations FY 2026 Department of Homeland Security Appropriations FY 2026 Department of Defense Appropriations FY 2026 Agriculture, Rural Development, Food and Drug Administration, and Related Agencies FY 2026 Energy and Water Development and Related Agencies Appropriations FY 2026 Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations FY 2026 Financial Services and General Government Appropriations FY 2026 Commerce, Justice, Science, and Related Agencies Appropriations",3cf55620-b4ec-4bf7-9c23-771dbe9a4681
2025,second_quarter,DEF,FY 2026 NDAA H.R. 1229/S. 554 - U.S. Israel Defense Partnership Act of 2025,3cf55620-b4ec-4bf7-9c23-771dbe9a4681
2025,second_quarter,FOR,"H.R.1422/S.556 - Enhanced Iran Sanctions Act of 2025 S.558 - Antisemitism Awareness Act of 2025 S.1889 - A bill to repeal the sunset provision of the Iran Sanctions Act of 1996. H.R.1800 - Solidify Iran Sanctions Act of 2025 H.R.2619 - No Paydays for Hostage-Takers Act S.1521 - Stand with Israel Act S.Res.212 - A resolution affirming the acceptable outcome of any nuclear deal between the United States and the Islamic Republic of Iran, and for other purposes. S.J.Res.33 - A joint resolution providing for congressional disapproval of the proposed foreign military sale to the Government of Israel of certain defense articles and services. S.J.Res.26 - A joint resolution providing for congressional disapproval of the proposed foreign military sale to Israel of certain defense articles and services. S.Res.227 - A resolution condemning Hamas for its premeditated, coordinated, and brutal terrorist attacks on October 7, 2023, against Israel and demanding that Hamas immediately release all remaining hostages and return them to safety, and for other purposes. H.Con.Res.38 - Directing the President pursuant to section 5(c) of the War Powers Resolution to remove United States Armed Forces from unauthorized hostilities in the Islamic Republic of Iran. S.2087 - No War Against Iran Act S.J.Res.59 - A joint resolution to direct the removal of United States Armed Forces from hostilities against the Islamic Republic of Iran that have not been authorized by Congress.",3cf55620-b4ec-4bf7-9c23-771dbe9a4681
2025,third_quarter,BUD,"H.R.4779 - National Security, Department of State, and Related Programs Appropriations Act, 2026 S.____ - Department of State, Foreign Operations, and Related Programs Appropriations Act, 2026 H.R.4213/S.____ - Department of Homeland Security Appropriations Act, 2026 H.R.4016/S.2572 - Department of Defense Appropriations Act, 2026 H.R.4121/S.2256 - Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2026 H.R.4553/S.____ - Energy and Water Development and Related Agencies Appropriations Act, 2026 H.R.5304/S.2587 - Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2026 H.R.5166/S.____ - Financial Services and General Government Appropriations Act, 2026 H.R.5342/S.2354 - Commerce, Justice, Science, and Related Agencies Appropriations Act, 2026",33a4922e-6731-42fc-8fc1-58e737fa2a9a
2025,third_quarter,DEF,FY26 NDAA H.R. 1229/S. 554 - U.S. Israel Defense Partnership Act of 2025,33a4922e-6731-42fc-8fc1-58e737fa2a9a
2025,third_quarter,FOR,H.R.1422/S.556 - Enhanced Iran Sanctions Act of 2025 H.R.5300 - Department of State Policy Provisions Act S.1889 - A bill to repeal the sunset provision of the Iran Sanctions Act of 1996. H.R.1800 - Solidify Iran Sanctions Act of 2025 H.R.4473 - BIRD Health Act of 2025 H.R. 3565 To provide for a limitation on the transfer of defense articles and defense services to Israel. S.J.Res.41 - A joint resolution providing for congressional disapproval of the proposed export of certain defense articles to Israel. S.J.Res. 34 - A joint resolution providing for congressional disapproval of the proposed foreign military sale to the Government of Israel of certain defense articles and services.| S.J.Res.70 - A joint resolution providing for congressional disapproval of the proposed export of certain defense articles to Israel.,33a4922e-6731-42fc-8fc1-58e737fa2a9a
2025,fourth_quarter,BUD,"H.R.4779 - National Security, Department of State, and Related Programs Appropriations Act, 2026 S.____ - Department of State, Foreign Operations, and Related Programs Appropriations Act, 2026 H.R.4213/S.____ - Department of Homeland Security Appropriations Act, 2026 H.R.4016/S.2572 - Department of Defense Appropriations Act, 2026 H.R.4121/S.2256 - Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2026 H.R.4553/S.3293 - Energy and Water Development and Related Agencies Appropriations Act, 2026 H.R.5304/S.2587 - Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2026 H.R.5166/ S. 3290 - Financial Services and General Government Appropriations Act, 2026 H.R.5342/S.2354 - Commerce, Justice, Science, and Related Agencies Appropriations Act, 2026 H.R.5371 - Continuing Appropriations, Agriculture, Legislative Branch, Military Construction and Veterans Affairs, and Extensions Act, 2026",62a5b5e7-b60d-4dc7-a525-b0b2aa99d57f
2025,fourth_quarter,DEF,FY26 NDAA H.R. 1229/S. 554 - U.S. Israel Defense Partnership Act of 2025,62a5b5e7-b60d-4dc7-a525-b0b2aa99d57f
2025,fourth_quarter,FOR,H.R.1422/S.556 - Enhanced Iran Sanctions Act of 2025 S.1889 - A bill to repeal the sunset provision of the Iran Sanctions Act of 1996. H.R.1800 - Solidify Iran Sanctions Act of 2025 H.R.4473 - BIRD Health Act of 2025 H.R.2280 - BIRD Energy and U.S.-Israel Energy Center Reauthorization Act of 2025 H.R.3565 - To provide for a limitation on the transfer of defense articles and defense services to Israel. H.R.867 - IGO Anti-Boycott Act H.R.23 - Illegitimate Court Counteraction Act H.R.4397 - Muslim Brotherhood Terrorist Designation Act of 2025 H.R.6230 - Tehran Incitement to Violence Act H.R.4291 - Sanctions Lists Harmonization Act H.R.1848/S.3451 Houthi Human Rights Accountability Act,62a5b5e7-b60d-4dc7-a525-b0b2aa99d57f
2026,first_quarter,BUD,"H.R.4779 - National Security, Department of State, and Related Programs Appropriations Act, 2026 H.R.4213 - Department of Homeland Security Appropriations Act, 2026 H.R.7147 - Department of Homeland Security Appropriations Act, 2026 H.R.4016/S.2572 - Department of Defense Appropriations Act, 2026 H.R.4121/S.2256 - Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2026 H.R.4553/S.3293 - Energy and Water Development and Related Agencies Appropriations Act, 2026 H.R.5304/S.2587 - Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2026 H.R.5166/ S. 3290 - Financial Services and General Government Appropriations Act, 2026 H.R.5342/S.2354 - Commerce, Justice, Science, and Related Agencies Appropriations Act, 2026 H.R.6938 - Commerce, Justice, Science; Energy and Water Development; and Interior and Environment Appropriations Act, 2026 H.R.7148 - Consolidated Appropriations Act, 2026 H.R.____ - National Security, Department of State, and Related Programs Appropriations Act, 2027 S.____ - Department of State, Foreign Operations, and Related Programs Appropriations Act, 2027 H.R.____/S.____ - Department of Homeland Security Appropriations Act, 2027 H.R.____/S.____ - Department of Defense Appropriations Act, 2027 H.R.____/S.____ - Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2027 H.R.____/S.____ - Energy and Water Development and Related Agencies Appropriations Act, 2027 H.R.____/S.____ - Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2027 H.R.____/ S.____ - Financial Services and General Government Appropriations Act, 2027 H.R.____/S.____ - Commerce, Justice, Science, and Related Agencies Appropriations Act, 2027",ad4e8e54-def8-4563-97c5-0ac5a0ca16a3
2026,first_quarter,DEF,FY27 NDAA H.R. 1229/S. 554 - U.S. Israel Defense Partnership Act of 2025 H.R. 7540/S. 3855 - U.S.-Israel FUTURES Act,ad4e8e54-def8-4563-97c5-0ac5a0ca16a3
2026,first_quarter,FOR,"H.R.1422/S.556 - Enhanced Iran Sanctions Act of 2025 S.1889 - A bill to repeal the sunset provision of the Iran Sanctions Act of 1996. H.R.1800 - Solidify Iran Sanctions Act of 2025 H.R.4473 - BIRD Health Act of 2025 H.R.2280 - BIRD Energy and U.S.-Israel Energy Center Reauthorization Act of 2025 H.R.3565 - To provide for a limitation on the transfer of defense articles and defense services to Israel. H.R.867 - IGO Anti-Boycott Act H.R.23 - Illegitimate Court Counteraction Act H.R.4397 - Muslim Brotherhood Terrorist Designation Act of 2025 H.R. 7622/S.3900 - Iran Human Rights, Internet Freedom, and Accountability Act of 2026 H.Res.1099 - Reaffirming Iran remains the largest state sponsor of terrorism. H.R. 3045/S.2667 - West Bank Violence Prevention Act H.R. 7645 - Ceasefire Compliance Act S.J.Res.138 - A joint resolution providing for congressional disapproval of the proposed foreign military sale to the Government of Israel of certain defense articles and services. S.J.Res.137 - A joint resolution providing for congressional disapproval of the proposed foreign military sale to the Government of Israel of certain defense articles and services. S.J.Res.136 - A joint resolution providing for congressional disapproval of the proposed licensing of certain defense articles and services to Israel.",ad4e8e54-def8-4563-97c5-0ac5a0ca16a3
